nome,cnpj,produto,data,preco,bandeira
POSTO JARDIM AMERICA DE BAURU LTDA,00002953000199,GASOLINA,26/02/2020,"4,299",IPIRANGA
POSTO JARDIM AMERICA DE BAURU LTDA,00002953000270,GASOLINA,26/02/2020,"4,199",PETROBRAS DISTRIBUIDORA S.A.
COMPETRO COMERCIO E DISTRIBUICAO DE DERIVADOS DE PETROLEO LTDA,00003188000202,GASOLINA,27/02/2020,"4,069",BRANCA
COMPETRO COMERCIO E DISTRIBUICAO DE DERIVADOS DE PETROLEO LTDA,00003188000474,GASOLINA,27/02/2020,"4,069",BRANCA
COMPETRO COMERCIO E DISTRIBUICAO DE DERIVADOS DE PETROLEO LTDA,00003188000555,GASOLINA,27/02/2020,"4,099",BRANCA
COMPETRO COMERCIO E DISTRIBUICAO DE DERIVADOS DE PETROLEO LTDA,00003188001950,ETANOL,28/02/2020,"2,999",BRANCA
NABAS & CAMARGO LTDA,00005087000190,ETANOL,26/02/2020,"3,099",PETROBRAS DISTRIBUIDORA S.A.
M L SOUZA & CIA LTDA,00005892000113,ETANOL,28/02/2020,"3,599",BRANCA
MJS AUTO POSTO LTDA,00007663000138,GASOLINA,20/02/2020,"4,439",BRANCA
POSTO DE SERVICOS TALISMA SAO PAULO LTDA,00016968000106,GASOLINA,20/02/2020,"4,999",PETROBRAS DISTRIBUIDORA S.A.
AUTO POSTO DOCARMO LTDA,00017674000107,GASOLINA,19/02/2020,"4,499",BRANCA
POSTO CANAL 1 ARAÇATUBA LTDA,00018789000108,GASOLINA,26/02/2020,"4,499",IPIRANGA
CENTRO AUTOMOTIVO DUMONT LTDA,00029804000113,GASOLINA,05/02/2020,"4,59",IPIRANGA
POSTO CEBOLAO LTDA,00043554000176,GASOLINA,19/02/2020,"4,799",ALESAT
CENTRO AUTOMOTIVO BH SUL LTDA,00058752000456,GASOLINA,27/02/2020,"4,71",BRANCA
POSTO 4 COMERCIO DE COMBUSTIVEIS LTDA,00062382000188,GASOLINA,24/02/2020,"4,19",PETROBRAS DISTRIBUIDORA S.A.
POSTO 4 COMERCIO DE COMBUSTIVEIS LTDA,00062382000269,GASOLINA,24/02/2020,"4,16",BRANCA
POSTO 4 COMERCIO DE COMBUSTIVEIS LTDA,00062382000340,GASOLINA,25/02/2020,"4,16",BRANCA
POSTO 4 COMERCIO DE COMBUSTIVEIS LTDA,00062382000420,GASOLINA,24/02/2020,"4,18",BRANCA
POSTO PARATI LTDA,00062780000102,GASOLINA,27/02/2020,"4,813",PETROBRAS DISTRIBUIDORA S.A.
POSTO LONGANA LTDA,00067750000180,GASOLINA,26/02/2020,"4,799",PETROBRAS DISTRIBUIDORA S.A.
ORGANIZAÇÃO NERI DE PETRÓLEO LTDA,00071655000150,GASOLINA,25/02/2020,"4,649",PETROBRAS DISTRIBUIDORA S.A.
POSTO ELDORADO LIMITADA,00073935000106,GASOLINA,25/02/2020,"4,499",IPIRANGA
DEHAINI & CIA LTDA,00076498000176,GASOLINA,24/02/2020,"4,279",RAIZEN
AUTO POSTO TEXANO I SHOPPING CENTER LTDA,00079728000150,GASOLINA,24/02/2020,"4,199",RAIZEN
FERRARI DISTRIBUIDORA DE COMBUST E LUBRIFICANTES LTDA,00080130000181,GASOLINA,05/02/2020,"4,79",BRANCA
POSTO REGINAS LTDA,00083430000114,GASOLINA,27/02/2020,"5,199",PETROBRAS DISTRIBUIDORA S.A.
AUTO POSTO TALISMA LTDA,00087804000170,GASOLINA,20/02/2020,"4,499",IPIRANGA
POSTO GASTOTAL LTDA,00091610000148,GASOLINA,11/02/2020,"5,149",IPIRANGA
M M ORTIZ E CIA LTDA,00095795000169,GASOLINA,25/02/2020,"4,87",BRANCA
AUTO POSTO CAPIXABA LTDA,00097091000125,GASOLINA,17/02/2020,"4,849",BRANCA
BRASAL COMBUSTIVEIS LTDA,00097626000168,ETANOL,28/02/2020,"3,699",RAIZEN
BRASAL COMBUSTIVEIS LTDA,00097626000672,GASOLINA,18/02/2020,"4,379",RAIZEN
AUTO POSTO DISNEY LTDA,00100521000110,GASOLINA,25/02/2020,"4,499",BRANCA
PETROLSTYLL COMERCIO DE PETROLEO LTDA,00106531000163,GASOLINA,24/02/2020,"4,77",BRANCA
JARJOUR VEICULOS E PETROLEO LIMITADA,00108670000126,ETANOL,28/02/2020,"3,419",BRANCA
JARJOUR VEICULOS E PETROLEO LIMITADA,00108670000207,GASOLINA,06/02/2020,"4,399",BRANCA
COLONIAL PRODUTOS E SERVICOS LTDA,00108775000185,GASOLINA,27/02/2020,"4,499",IPIRANGA
POSTAO COMERCIO E TRANSPORTE DE COMBUSTIVEIS EIRELI,00109077000285,GASOLINA,19/02/2020,"4,59",IPIRANGA
POSTO DE COMBUSTIVEIS REDE M7 EIRELI,00109576000191,GASOLINA,25/02/2020,"4,379",DIBRAPE
COMERCIAL DE COMBUSTIVEIS TAMANDARE LTDA,00114130000317,GASOLINA,03/02/2020,"4,929",RAIZEN
SEYBOTH & SEYBOTH LTDA,00115848000166,ETANOL,28/02/2020,"3,54",IPIRANGA
POSTO KM 13 DA DUTRA LTDA,00118442000137,ETANOL,28/02/2020,"3,999",BRANCA
PANDA COMERCIO DE COMBUSTIVEIS E SERVICOS LTDA,00118598000541,GASOLINA,26/02/2020,"4,29",RODOIL
PANDA COMERCIO DE COMBUSTIVEIS E SERVICOS LTDA,00118598000622,GASOLINA,26/02/2020,"4,68",RODOIL
FERLIM & FERLIM LTDA,00118860000124,ETANOL,28/02/2020,"3,59",IPIRANGA
POSTO SHOPPING CAR COMBUSTIVEIS LTDA,00121811000221,ETANOL,28/02/2020,"4,59",IPIRANGA
POSTO SHOPPING CAR COMBUSTIVEIS LTDA,00121811000493,GASOLINA,28/02/2020,"4,639",BRANCA
POSTO SHOPPING CAR COMBUSTIVEIS LTDA,00121811000736,GASOLINA,13/02/2020,"4,46",BRANCA
POSTO SHOPPING CAR COMBUSTIVEIS LTDA,00121811000906,ETANOL,28/02/2020,"4,199",PETROBRAS DISTRIBUIDORA S.A.
DOBSON COMERCIO DE COMBUSTIVEIS LTDA,00122418000171,GASOLINA,04/02/2020,"4,099",RAIZEN
AUTO POSTO RIO DAS PEDRAS LTDA,00125318000107,GASOLINA,27/02/2020,"4,349",BRANCA
V F COMBUSTIVEIS LTDA,00126248000101,GASOLINA,03/02/2020,"4,899",IPIRANGA
COMERCIAL DE COMBUSTIVEIS BLUME LTDA,00128294000131,GASOLINA,25/02/2020,"4,599",IPIRANGA
POSTO DE ABASTECIMENTOS E SERVICOS TORREMOLINOS LTDA,00135571000133,GASOLINA,24/02/2020,"5,499",BRANCA
AUTO POSTO BRUMAR LTDA,00135799000123,GASOLINA,04/02/2020,"4,698",IPIRANGA
POSTO DE SERVICOS REQUINTE COMERCIO DE COMBUSTIVEIS LTDA,00138629000100,GASOLINA,20/02/2020,"4,299",BRANCA
POSTO DE GASOLINA FELICCI LTDA,00138957000107,GASOLINA,18/02/2020,"4,36",PETROBRAS DISTRIBUIDORA S.A.
COMERCIAL DE DERIVADOS DE PETROLEO SAO CARLOS LTDA,00148072000180,GASOLINA,19/02/2020,"4,899",RAIZEN
GUILHERME RIBAS GONCALVES & CIA LTDA,00149271000103,GASOLINA,24/02/2020,"4,299",BRANCA
MARCLAU COMERCIO DE COMBUSTIVEIS LTDA,00157051000121,ETANOL,28/02/2020,"4,399",RAIZEN
REAL COMERCIO DE COMBUSTIVEIS LTDA,00166253000130,GASOLINA,26/02/2020,"4,039",BRANCA
GARAGEM RESARE LTDA,00167011000160,GASOLINA,25/02/2020,"4,799",IPIRANGA
ROBERTI & ROBERTI AUTO POSTO LTDA,00186497000184,GASOLINA,27/02/2020,"4,499",PETROBRAS DISTRIBUIDORA S.A.
POSTO DE COMBUSTIVEIS JAGUARIBE LTDA,00187214000119,GASOLINA,17/02/2020,"4,33",BRANCA
POSTO DE COMBUSTIVEIS JAGUARIBE LTDA,00187214000208,GASOLINA,17/02/2020,"4,3",BRANCA
POSTO DE COMBUSTIVEIS JAGUARIBE LTDA,00187214000461,GASOLINA,20/02/2020,"4,36",BRANCA
POSTO DE COMBUSTIVEIS JAGUARIBE LTDA,00187214000542,GASOLINA,24/02/2020,"4,13",BRANCA
POSTO DE COMBUSTIVEIS JAGUARIBE LTDA,00187214000623,GASOLINA,27/02/2020,"4,56",BRANCA
247 COMERCIO LTDA,00191498001431,GASOLINA,24/02/2020,"4,299",TDC DISTRIBUIDORA
J & L COMERCIO DE DERIVADOS DE PETROLEO LTDA,00192116000170,GASOLINA,26/02/2020,"4,639",PETROBRAS DISTRIBUIDORA S.A.
ECO EMPREENDIMENTOS COMERCIAIS LTDA,00194032000175,GASOLINA,19/02/2020,"4,557",RAIZEN
ECO EMPREENDIMENTOS COMERCIAIS LTDA,00194032000256,GASOLINA,20/02/2020,"4,687",PETROBRAS DISTRIBUIDORA S.A.
MANOEL JOSINO NETO & CIA LTDA,00199825000187,GASOLINA,03/02/2020,"4,98",BRANCA
WM-COMERCIO DE COMBUSTIVEIS LTDA,00200573000169,GASOLINA,24/02/2020,"4,29",BRANCA
AUTO POSTO CONDE DE SERRA NEGRA LTDA,00206850000140,GASOLINA,05/02/2020,"4,499",IPIRANGA
AUTO POSTO SETOR SUL LTDA,00209844000147,GASOLINA,26/02/2020,"4,649",PETROBRAS DISTRIBUIDORA S.A.
CUNHA DERIVADOS DE PETROLEO LTDA,00216435000259,GASOLINA,24/02/2020,"4,499",PETROBRAS DISTRIBUIDORA S.A.
WALTER TANNUS FREITAS,00216623000104,GASOLINA,19/02/2020,"4,59",RAIZEN
POSTO BR COMERCIO DE COMBUSTIVEIS E LUBRIFICANTES LTDA,00217046000167,GASOLINA,26/02/2020,"4,399",PETROBRAS DISTRIBUIDORA S.A.
ABASTECEDORA DE COMBUSTIVEIS ZONA SUL LTDA,00223364000130,GASOLINA,26/02/2020,"4,479",BRANCA
L MOREIRA DA COSTA & FILHOS LTDA,00225434000190,GASOLINA,26/02/2020,"4,299",PETROBRAS DISTRIBUIDORA S.A.
AUTO POSTO SCUCUGLIA E OLIVEIRA LTDA,00226807000147,GASOLINA,26/02/2020,"4,399",BRANCA
AUTO POSTO GF LTDA ME,00234580000181,GASOLINA,19/02/2020,"4,159",BRANCA
POSTO DE COMBUSTIVEIS QUATRO RODAS LTDA,00237815000199,GASOLINA,19/02/2020,"4,65",BRANCA
POSTO BRUNA LTDA,00247861000179,GASOLINA,05/02/2020,"4,599",IPIRANGA
POSTO ARAUJO LEITE LTDA,00247915000104,GASOLINA,26/02/2020,"4,359",RAIZEN
AUTO POSTO CORDOVIL EIRELI,00252626000195,GASOLINA,17/02/2020,"4,899",BRANCA
SETE ESTRELAS COMERCIO DE DERIVADOS DE PETROLEO LTDA,00256893000130,GASOLINA,19/02/2020,"4,299",BRANCA
SETE ESTRELAS COMERCIO DE DERIVADOS DE PETROLEO LTDA,00256893000300,ETANOL,28/02/2020,"3,099",BRANCA
SETE ESTRELAS COMERCIO DE DERIVADOS DE PETROLEO LTDA,00256893000645,ETANOL,28/02/2020,"3,099",BRANCA
SETE ESTRELAS COMERCIO DE DERIVADOS DE PETROLEO LTDA,00256893000807,ETANOL,28/02/2020,"3,099",BRANCA
SETE ESTRELAS COMERCIO DE DERIVADOS DE PETROLEO LTDA,00256893000998,GASOLINA,03/02/2020,"4,299",BRANCA
SETE ESTRELAS COMERCIO DE DERIVADOS DE PETROLEO LTDA,00256893001102,GASOLINA,24/02/2020,"4,299",BRANCA
SETE ESTRELAS COMERCIO DE DERIVADOS DE PETROLEO LTDA,00256893001293,GASOLINA,03/02/2020,"4,299",BRANCA
SETE ESTRELAS COMERCIO DE DERIVADOS DE PETROLEO LTDA,00256893001617,GASOLINA,24/02/2020,"4,299",BRANCA
SETE ESTRELAS COMERCIO DE DERIVADOS DE PETROLEO LTDA,00256893001960,GASOLINA,26/02/2020,"4,299",BRANCA
SETE ESTRELAS COMERCIO DE DERIVADOS DE PETROLEO LTDA,00256893002001,GASOLINA,19/02/2020,"4,299",BRANCA
SETE ESTRELAS COMERCIO DE DERIVADOS DE PETROLEO LTDA,00256893002265,GASOLINA,04/02/2020,"4,249",BRANCA
SETE ESTRELAS COMERCIO DE DERIVADOS DE PETROLEO LTDA,00256893002427,ETANOL,28/02/2020,"3,099",BRANCA
SETE ESTRELAS COMERCIO DE DERIVADOS DE PETROLEO LTDA,00256893002508,ETANOL,28/02/2020,"2,999",BRANCA
SETE ESTRELAS COMERCIO DE DERIVADOS DE PETROLEO LTDA,00256893002699,GASOLINA,26/02/2020,"4,249",BRANCA
SETE ESTRELAS COMERCIO DE DERIVADOS DE PETROLEO LTDA,00256893002850,GASOLINA,05/02/2020,"4,299",BRANCA
SETE ESTRELAS COMERCIO DE DERIVADOS DE PETROLEO LTDA,00256893003407,GASOLINA,27/02/2020,"4,299",BRANCA
AUTO POSTO SIRIO LTDA,00263531000177,GASOLINA,24/02/2020,"4,399",IPIRANGA
AUTO POSTO CENTENÁRIO COMDE COMBE SERVIÇOS LTDA,00263811000185,GASOLINA,19/02/2020,"4,399",RAIZEN
REDE PREMIER DERIVADOS DE PETROLEO LTDA,00264414000128,GASOLINA,25/02/2020,"4,499",IPIRANGA
CIDADE NOVA COMERCIO DE COMBUSTIVEIS LTDA,00270091000185,GASOLINA,24/02/2020,"4,259",BRANCA
POSTO DE SERVICOS PORTAL DE ITAPECERICA LIMITADA,00272991000161,ETANOL,28/02/2020,"2,94",BRANCA
POSTO ALVORADA DE FRANCA LTDA,00274989000121,GASOLINA,06/02/2020,"4,497",BRANCA
AUTO POSTO GENERAL LTDA,00283356000180,GASOLINA,26/02/2020,"4,399",IPIRANGA
POSTOS PASSAREDO LTDA - EPP,00285458000134,GASOLINA,03/02/2020,"5,699",PETROBRAS DISTRIBUIDORA S.A.
POSTO CENTER LTDA,00290450000166,GASOLINA,27/02/2020,"4,578",BRANCA
POSTO LUID LTDA,00290954000186,GASOLINA,27/02/2020,"4,57",BRANCA
WR PETROLEO E DERIVADOS LTDA,00293343000191,GASOLINA,18/02/2020,"4,69",BRANCA
WR PETROLEO E DERIVADOS LTDA,00293343000272,GASOLINA,27/02/2020,"4,69",BRANCA
SUDOESTE COMÉRCIO DE COMBUSTÍVEIS & SERVIÇOS LTDA,00296696000226,GASOLINA,26/02/2020,"4,729",IPIRANGA
POSTO MAR NEGRO LTDA,00300929000136,GASOLINA,27/02/2020,"4,79",PETROBRAS DISTRIBUIDORA S.A.
GABBIATTI & MENEGHETI LTDA,00300969000188,GASOLINA,27/02/2020,"4,699",PETROBRAS DISTRIBUIDORA S.A.
MC COMERCIO DERIVADOS DE PETROLEO LTDA,00304243000113,GASOLINA,27/02/2020,"4,399",PETROBRAS DISTRIBUIDORA S.A.
CASCOL COMBUSTIVEIS PARA VEICULOS LTDA,00306597000873,GASOLINA,20/02/2020,"4,567",IPIRANGA
CASCOL COMBUSTIVEIS PARA VEICULOS LTDA,00306597001500,GASOLINA,03/02/2020,"4,279",BRANCA
CASCOL COMBUSTIVEIS PARA VEICULOS LTDA,00306597002493,ETANOL,28/02/2020,"3,459",BRANCA
CASCOL COMBUSTIVEIS PARA VEICULOS LTDA,00306597002655,GASOLINA,17/02/2020,"4,557",IPIRANGA
CASCOL COMBUSTIVEIS PARA VEICULOS LTDA,00306597003465,GASOLINA,20/02/2020,"4,567",BRANCA
CASCOL COMBUSTIVEIS PARA VEICULOS LTDA,00306597003627,ETANOL,28/02/2020,"3,499",BRANCA
CASCOL COMBUSTIVEIS PARA VEICULOS LTDA,00306597003899,ETANOL,28/02/2020,"3,499",IPIRANGA
CASCOL COMBUSTIVEIS PARA VEICULOS LTDA,00306597004194,ETANOL,28/02/2020,"3,499",BRANCA
CASCOL COMBUSTIVEIS PARA VEICULOS LTDA,00306597005409,ETANOL,28/02/2020,"3,499",PETROBRAS DISTRIBUIDORA S.A.
CASCOL COMBUSTIVEIS PARA VEICULOS LTDA,00306597005670,GASOLINA,17/02/2020,"4,559",PETROBRAS DISTRIBUIDORA S.A.
CASCOL COMBUSTIVEIS PARA VEICULOS LTDA,00306597006480,GASOLINA,18/02/2020,"4,559",IPIRANGA
CASCOL COMBUSTIVEIS PARA VEICULOS LTDA,00306597006561,ETANOL,28/02/2020,"3,499",BRANCA
CASCOL COMBUSTIVEIS PARA VEICULOS LTDA,00306597006642,ETANOL,28/02/2020,"3,499",IPIRANGA
CASCOL COMBUSTIVEIS PARA VEICULOS LTDA,00306597006723,ETANOL,28/02/2020,"3,499",BRANCA
CASCOL COMBUSTIVEIS PARA VEICULOS LTDA,00306597006804,ETANOL,28/02/2020,"3,499",BRANCA
CASCOL COMBUSTIVEIS PARA VEICULOS LTDA,00306597007703,ETANOL,28/02/2020,"3,499",IPIRANGA
CASCOL COMBUSTIVEIS PARA VEICULOS LTDA,00306597007886,ETANOL,28/02/2020,"3,499",BRANCA
CASCOL COMBUSTIVEIS PARA VEICULOS LTDA,00306597007967,ETANOL,28/02/2020,"3,499",IPIRANGA
CASCOL COMBUSTIVEIS PARA VEICULOS LTDA,00306597008343,GASOLINA,04/02/2020,"4,289",IPIRANGA
CASCOL COMBUSTIVEIS PARA VEICULOS LTDA,00306597008777,ETANOL,28/02/2020,"3,499",IPIRANGA
CASCOL COMBUSTIVEIS PARA VEICULOS LTDA,00306597008939,ETANOL,28/02/2020,"3,499",BRANCA
CASCOL COMBUSTIVEIS PARA VEICULOS LTDA,00306597009072,GASOLINA,04/02/2020,"4,279",BRANCA
CASCOL COMBUSTIVEIS PARA VEICULOS LTDA,00306597009234,ETANOL,28/02/2020,"3,499",PETROBRAS DISTRIBUIDORA S.A.
CASCOL COMBUSTIVEIS PARA VEICULOS LTDA,00306597009315,ETANOL,28/02/2020,"3,499",BRANCA
CASCOL COMBUSTIVEIS PARA VEICULOS LTDA,00306597009668,ETANOL,28/02/2020,"3,499",BRANCA
ZALTU & BARROS LTDA,00307362000120,ETANOL,28/02/2020,"3,58",PETROBRAS DISTRIBUIDORA S.A.
LUIZ MONTEIRO DA COSTA,00319286000172,GASOLINA,04/02/2020,"4,792",SABBÁ
LUIZ MONTEIRO DA COSTA,00319286000253,GASOLINA,11/02/2020,"4,76",SABBÁ
COMERCIAL TAVARES DE COMBUSTIVEIS E LUBRIFICANTES LTDA,00327248000161,GASOLINA,25/02/2020,"4,63",RAIZEN
POSTO AREAO ITABIRANO LTDA,00332033000139,GASOLINA,27/02/2020,"4,899",PETROBRAS DISTRIBUIDORA S.A.
MOURA COMERCIO DE COMBUSTIVEIS LTDA,00333717000155,GASOLINA,18/02/2020,"4,63",RAIZEN
P F NETO PETROLEO E COMBUSTIVEIS LTDA,00339611000169,GASOLINA,26/02/2020,"4,659",PETROBRAS DISTRIBUIDORA S.A.
POSTO VALE DO POMBA LTDA,00340923000192,GASOLINA,26/02/2020,"4,799",PETROBRAS DISTRIBUIDORA S.A.
POSTO CEILANDIA LTDA,00342436000169,GASOLINA,20/02/2020,"4,569",RAIZEN
XAXIM COMERCIO DE COMBUSTIVEIS LTDA,00345307000124,GASOLINA,27/02/2020,"4,899",IPIRANGA
AUTO POSTO PETALA AZUL LTDA,00354533000171,GASOLINA,17/02/2020,"4,179",RAIZEN
POSTO DE COMBUSTIVEIS PEGASUS LTDA,00355670000120,GASOLINA,26/02/2020,"4,699",IPIRANGA
ABASTECEDORA DE COMBUSTIVEIS ZAMBOM LTDA,00359971000122,GASOLINA,25/02/2020,"4,699",RAIZEN
AUTO POSTO ESPLANADA LTDA,00365320000145,GASOLINA,18/02/2020,"4,499",IPIRANGA
POSTO CERRI LTDA,00368849000112,GASOLINA,19/02/2020,"4,299",IPIRANGA
CENTRO AUTOMOTIVO ROYALE EIRELI,00370927000113,GASOLINA,10/02/2020,"4,999",PETROBRAS DISTRIBUIDORA S.A.
MIZUNO KAY & CIA LTDA,00375386000116,GASOLINA,17/02/2020,"4,569",PETROBRAS DISTRIBUIDORA S.A.
AUTO POSTO ABEL GALINHA LIMITADA,00376437000205,GASOLINA,27/02/2020,"4,18",ATEM' S
AUTO POSTO ABEL GALINHA LIMITADA,00376437000396,GASOLINA,18/02/2020,"4,18",BRANCA
AUTO POSTO ABEL GALINHA LIMITADA,00376437000558,GASOLINA,10/02/2020,"4,21",BRANCA
AUTO POSTO ABEL GALINHA LIMITADA,00376437000809,GASOLINA,03/02/2020,"4,27",BRANCA
SUL COMERCIO DE COMBUSTIVEIS E LUBRIFICANTES LTDA,00377999000192,GASOLINA,25/02/2020,"4,359",BRANCA
POSTO VILA GUARANI LTDA,00378450000112,GASOLINA,26/02/2020,"4,899",BRANCA
AGUA FRIA REVENDEDOR DE COMBUSTIVEIS LIMITADA,00378736000106,GASOLINA,26/02/2020,"4,129",PETROBRAS DISTRIBUIDORA S.A.
POSTO JARDIM DO VALE LTDA,00384366000101,GASOLINA,26/02/2020,"4,399",BRANCA
AUTO POSTO PETROMINAS EIRELI,00389962000184,GASOLINA,26/02/2020,"4,97",PETROBRAS DISTRIBUIDORA S.A.
COMERCIAL DE COMBUSTIVEIS ANTONELLO LTDA,00394805000167,GASOLINA,25/02/2020,"4,799",PETROBRAS DISTRIBUIDORA S.A.
AUTO POSTO THATHIMA LTDA,00398167000152,GASOLINA,24/02/2020,"4,27",RAIZEN
AUTO POSTO THATHIMA LTDA,00398167000233,GASOLINA,24/02/2020,"4,27",RAIZEN
SIQUEIRA COMBUSTIVEIS - EIRELI,00404231000160,GASOLINA,20/02/2020,"4,86",RAIZEN
MARTA CRISTINA SOBRAL,00404850000155,GASOLINA,27/02/2020,"4,49",BRANCA
MARTA CRISTINA SOBRAL,00404850000317,GASOLINA,27/02/2020,"4,49",BRANCA
PETRORADIO COMERCIO DERIVADOS DE PETROLEO LTDA,00406548000136,GASOLINA,18/02/2020,"4,349",BRANCA
AUTO POSTO PALADINO LTDA,00409553000100,GASOLINA,26/02/2020,"4,258",BRANCA
POSTO ROUXINOL LTDA,00413865000180,GASOLINA,11/02/2020,"4,299",IPIRANGA
AUTO POSTO QUERUBIM LTDA,00415128000116,GASOLINA,18/02/2020,"4,199",PETROBRAS DISTRIBUIDORA S.A.
L C EMPREENDIMENTOS LTDA,00415374000178,GASOLINA,19/02/2020,"4,899",PETROBRAS DISTRIBUIDORA S.A.
POSTO DE COMBUSTIVEL TEREZA CRISTINA LTDA,00416967000159,GASOLINA,19/02/2020,"4,459",RAIZEN
AUTO POSTO APRAZIVEL LTDA,00422849000153,GASOLINA,17/02/2020,"4,63",PETROBRAS DISTRIBUIDORA S.A.
POSTO JANTER COMÉRCIO DE COMBUSTÍVEIS E DERIVADOS LTDA,00423364000184,GASOLINA,19/02/2020,"4,82",IPIRANGA
AMGARTEN COMERCIO DE COMBUSTIVEIS E SERVICOS LTDA,00429843000108,ETANOL,28/02/2020,"3,099",IPIRANGA
POSTO CANDIAL LTDA,00435390000122,GASOLINA,19/02/2020,"4,595",PETROBRAS DISTRIBUIDORA S.A.
POSTO BOULANGERIE LTDA,00440239000182,GASOLINA,12/02/2020,"4,659",RAIZEN
AUTO POSTO REI TUPA LTDA,00441692000103,ETANOL,28/02/2020,"2,999",BRANCA
POSTO LIT SUL LTDA,00442379000190,GASOLINA,18/02/2020,"4,079",BRANCA
POSTO BRASIL DE MOGI LTDA,00446817000198,GASOLINA,24/02/2020,"4,294",BRANCA
FAVERI & CAMARGO AUTO POSTO EIRELI,00451919000100,GASOLINA,27/02/2020,"4,399",BRANCA
CENTRO AUTOMOTIVO DENVER LTDA,00456499000146,GASOLINA,24/02/2020,"4,089",BRANCA
POSTO TURIM LTDA,00459363000190,GASOLINA,17/02/2020,"4,695",IPIRANGA
PASSARELLA COMERCIO DE DERIVADOS DE COMBUSTIVEIS EIRELI,00460507000128,GASOLINA,26/02/2020,"4,739",BRANCA
PASSARELLA COMERCIO DE DERIVADOS DE COMBUSTIVEIS EIRELI,00460507000209,GASOLINA,26/02/2020,"4,759",RAIZEN
AUTO POSTO TAMANDARE LTDA,00461782000166,GASOLINA,24/02/2020,"4,699",BRANCA
POSTO AUTO SOBRAL LTDA,00464547000148,GASOLINA,27/02/2020,"4,57",PETROBRAS DISTRIBUIDORA S.A.
AUTO POSTO PELOTAS DO JARDIM GRAMACHO LTDA,00464662000112,GASOLINA,05/02/2020,"4,949",BRANCA
NEO EXATA COM E DISTRIB DE COMBUSTIVEIS LTDA,00476334000136,GASOLINA,20/02/2020,"4,999",RAIZEN
AUTO POSTO LEÃO DE IGUAÇU LTDA,00488282000118,GASOLINA,17/02/2020,"4,839",RAIZEN
TALISMA PNEUS E PETROLEO LTDA,00493125000109,GASOLINA,03/02/2020,"4,559",BRANCA
W HENARES FILHO & CIA LTDA,00493394000167,GASOLINA,05/02/2020,"4,259",BRANCA
JUNQUEIRA & SAMIA POSTO DE COMBUSTIVEIS LTDA,00493641000125,GASOLINA,27/02/2020,"4,749",PETROBRAS DISTRIBUIDORA S.A.
AUTO POSTO SANTOUR LTDA,00496527000159,GASOLINA,04/02/2020,"4,698",PETROBRAS DISTRIBUIDORA S.A.
POSTO MOTTASUL LTDA,00500966000198,GASOLINA,12/02/2020,"4,99",PETROBRAS DISTRIBUIDORA S.A.
POSTO MOTTASUL LTDA,00500966000430,GASOLINA,19/02/2020,"4,99",PETROBRAS DISTRIBUIDORA S.A.
AUTO POSTO AVENIDA DE LEOPOLDINA LTDA,00510292000102,GASOLINA,26/02/2020,"4,71",IPIRANGA
AUTO POSTO REAL DE LEME LTDA,00517095000115,GASOLINA,27/02/2020,"4,299",PETROBRAS DISTRIBUIDORA S.A.
AUTO POSTO NOVA ZILDA LTDA,00528369000171,GASOLINA,13/02/2020,"4,529",PETROBRAS DISTRIBUIDORA S.A.
TCENTRO AUTOMOTIVO FENIX LTDA,00533599000129,GASOLINA,24/02/2020,"4,499",IPIRANGA
AUTO POSTO AVENIDA VOTUPORANGA LTDA,00535331000126,GASOLINA,26/02/2020,"4,549",BRANCA
EMPRESA 4B DE SERVICOS AUTOMOTIVOS LTDA,00541478000129,GASOLINA,13/02/2020,"4,199",BRANCA
AUTO POSTO NOVA ERA DE SOROCABA LTDA,00545543000194,GASOLINA,27/02/2020,"4,249",BRANCA
MIC COMERCIO DE COMBUSTIVEL LTDA,00545628000172,GASOLINA,24/02/2020,"4,29",BRANCA
AUTO POSTO BEIRA RIO PAULINIA LTDA,00558134000122,GASOLINA,24/02/2020,"4,159",BRANCA
POSTO DE ABASTECIMENTO E SERVICOS NOTA 10 LTDA,00560882000140,GASOLINA,11/02/2020,"4,36",BRANCA
AUTO POSTO TOLECEMA LTDA,00564491000101,GASOLINA,27/02/2020,"4,59",RAIZEN
G A P POSTO DE SERVICOS LTDA,00570871000140,GASOLINA,11/02/2020,"5,096",IPIRANGA
RORAIPETRO RORAIMA PETROLEO LTDA,00581612000115,GASOLINA,05/02/2020,"4,24",BRANCA
RORAIPETRO RORAIMA PETROLEO LTDA,00581612000204,GASOLINA,11/02/2020,"4,21",BRANCA
POSTO VICA LTDA,00584033000126,GASOLINA,27/02/2020,"4,787",PETROBRAS DISTRIBUIDORA S.A.
AUTO POSTO AEROPORTO LTDA,00587496000141,GASOLINA,17/02/2020,"4,998",PETROBRAS DISTRIBUIDORA S.A.
SUPER POSTO AVINHADO EIRELI,00588494000177,GASOLINA,13/02/2020,"4,299",BRANCA
NEYJHON COMÉRCIO DE DERIVADOS DE PETRÓLEO LTDA - ME,00590065000134,GASOLINA,24/02/2020,"4,64",BRANCA
POSTO DE SERVICOS PEIXOTO EIRELI,00590171000118,GASOLINA,27/02/2020,"4,589",BRANCA
J CARLOS SILVA COMERCIO EIRELI - EPP,00590313000147,GASOLINA,11/02/2020,"4,599",PETROBRAS DISTRIBUIDORA S.A.
